gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.4730520342389197,-1.0005924674338469,0,0,0,1,0,0,1
0,0,1,1,1.1262107455194155,1,1,1,1,1,1,1,1,0,1.6741177467019555,1.9736231687575683,0,1,1,0,1,0,0
0,0,0,1,-0.34458656067699417,1,0,0,0,0,0,0,0,0,-1.4946193548252305,-0.7897328256370899,0,1,0,1,0,0,1
0,0,0,0,-1.2434071366859112,1,0,0,0,0,0,1,0,1,0.5260726816460328,-0.9459684760745237,0,0,1,0,0,1,0
0,0,0,0,-1.161696175230555,1,1,0,1,0,0,0,0,0,0.43648534997981914,-0.8747255491622429,0,0,1,0,0,0,0
0,0,1,0,1.4121991106131617,1,1,1,1,1,0,0,0,0,0.028365283500401555,0.8985347376079316,0,1,0,0,0,0,1
0,0,1,0,1.493910072068518,1,0,1,1,0,1,1,1,1,1.3804703817960333,2.1914349549091483,1,0,1,0,1,0,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,0.1577692070182654,-0.9788973629868915,0,0,1,0,0,0,1
1,0,1,0,1.4121991106131617,1,1,0,0,0,0,0,0,0,-1.3253988394557157,-0.31063076324186245,0,1,0,1,1,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,1,1,1,0.8329922438358388,-0.9699147510744695,0,0,1,0,0,1,0
1,1,1,0,1.4121991106131617,1,1,1,1,0,0,0,0,0,0.6322502599171005,1.4573326516389231,0,0,1,0,0,0,0
0,1,0,0,-0.22202011849396003,1,1,0,1,1,0,0,0,1,0.7185195422623435,0.05024070452229665,0,0,1,0,0,0,0
0,0,0,0,0.3499566116935326,1,1,1,1,1,1,1,0,1,1.383788431117004,0.8806798652807828,0,0,1,0,0,1,0
1,0,1,1,1.2896326684301276,1,1,0,1,1,1,1,1,1,1.4733757627832176,1.9659868451170326,0,1,1,0,1,0,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,1,0.15942823167875075,-0.9788752926873525,0,0,1,0,0,1,0
1,0,0,0,-1.079985213775199,1,0,0,0,0,0,0,0,0,-0.6651070245825116,-0.8899981964433142,0,0,0,0,0,1,0
1,0,1,1,1.616476514251552,0,0,1,1,1,1,1,1,1,0.015093086216517863,0.9673940721699875,0,1,0,0,1,0,0
0,0,1,1,1.0036443033363813,1,0,1,0,0,0,1,1,1,0.17601847828360512,0.7177569140829957,1,0,0,0,0,0,0
1,0,1,0,1.5347655527961959,1,1,0,1,1,1,1,0,0,0.2705828839312754,1.3146481651185091,0,1,0,0,0,0,0
1,1,1,0,-0.9165632908644868,1,1,0,0,0,0,0,1,0,0.6886570983736054,-0.6336295969968907,0,0,1,0,0,1,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,1,1,-0.30178062393620064,-0.985010835959228,0,0,0,0,0,0,1
0,1,0,0,1.575621033523874,1,1,1,1,1,1,1,1,0,0.831333219175353,1.768369383043748,0,1,0,0,0,0,1
0,0,1,1,-1.2025516559582332,0,0,0,1,0,0,0,1,0,-0.8127602193657156,-0.9687670954984352,0,0,0,0,0,0,1
0,0,0,0,1.2487771877024496,1,1,0,0,0,0,0,0,0,-1.3469661600420264,-0.29531397536171283,0,1,0,1,0,0,1
0,0,1,0,-0.30373107994931614,1,0,0,0,1,0,0,0,1,0.3253306977272945,-0.21605952971673117,0,0,1,0,0,1,0
1,0,0,1,1.2079217069747716,1,1,0,0,0,0,0,0,1,-1.3403300614000848,-0.38589048467026327,0,1,0,1,0,0,1
0,0,1,0,0.9219333418810253,1,0,1,0,0,0,1,1,1,0.9939176359029261,1.3193049983212637,1,0,1,0,0,1,0
1,0,1,1,0.7993668996979911,1,0,1,1,1,0,1,1,0,0.4779609664919551,0.7632217311335838,0,1,0,0,0,1,0
0,0,0,1,-0.6714304064984186,1,0,0,0,0,0,1,0,1,0.5376858542694307,-0.4304062788406693,0,0,1,0,0,1,0
0,0,1,1,-0.14030915703860394,1,0,0,0,0,0,1,1,1,0.7633132080954501,0.14765900668797438,0,0,1,0,1,0,0
0,0,1,0,-1.2434071366859112,0,0,0,0,0,0,0,1,1,-0.985298784056201,-0.9792504877795175,0,0,0,0,0,1,0
1,0,0,0,-0.9982742523198429,1,0,0,0,0,0,0,0,0,0.19592677420943067,-0.7653230743468226,0,0,1,0,0,0,0
0,0,0,0,-1.120840694502877,1,0,0,1,0,0,1,0,1,0.6803619750711782,-0.824008000821344,0,0,1,0,0,0,1
1,0,0,0,-0.9574187715921648,1,0,0,0,0,0,0,0,0,-1.4962783794857157,-0.9298350871114268,0,0,0,1,1,0,0
0,1,0,0,-0.017742714855569806,1,0,0,1,0,0,0,0,1,0.31869459908535314,-0.004537778933800549,0,0,1,0,0,1,0
1,0,1,1,1.616476514251552,1,1,0,0,0,0,0,1,1,0.6538175805034113,1.6965967689425283,0,1,1,0,1,0,0
1,0,1,1,-1.0391297330475209,0,0,1,0,1,1,0,1,0,-0.5025226078549387,-0.8747255491622429,0,1,0,0,1,0,0
1,1,0,0,-0.5897194450430624,1,1,1,1,0,0,0,0,1,-0.21219329226998715,-0.583684509139861,0,0,0,0,1,0,0
0,0,1,0,0.6359449767872789,1,1,0,1,0,1,1,1,1,1.3373357406234114,1.2343122747961106,0,0,1,0,1,0,0
0,1,1,0,1.575621033523874,1,1,1,1,1,1,0,0,1,1.0470064250384599,1.9773751196792189,0,1,1,0,1,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,1,0.17435945362311978,-0.9786766599915002,0,0,1,0,0,1,0
1,0,0,0,1.493910072068518,1,1,0,1,0,1,1,1,1,1.3406537899443827,2.2506495685726087,1,0,1,0,0,0,0
1,0,1,0,1.1262107455194155,1,0,0,0,0,0,0,0,1,-1.469733984917949,-0.48043964789585547,0,1,0,1,0,0,0
1,1,1,0,-1.2842626174135892,0,0,0,0,0,0,0,0,0,-1.318762740813774,-0.9985399295767087,0,0,0,0,0,1,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,1,0,0,0,-0.5240899284412494,-0.9879682560974701,0,0,0,0,1,0,0
1,0,1,0,0.22739016951049848,1,1,1,0,0,0,1,0,0,0.8927171316133145,0.5260763625857343,0,0,1,0,0,0,0
0,0,0,0,-1.161696175230555,1,0,0,0,0,0,0,0,0,-1.4846652068623178,-0.9728280306136333,0,0,0,1,0,0,1
1,0,0,0,-0.05859819558324785,1,0,0,0,1,1,1,1,0,1.1498659539885574,0.3631313410884077,0,1,1,0,0,0,0
0,1,0,0,-0.7531413679537746,1,0,1,1,0,0,0,0,0,0.46634779386855674,-0.548857576467129,0,0,1,0,0,1,0
0,1,1,0,1.575621033523874,1,0,1,1,1,1,1,1,1,1.489966009388072,2.4793861529960535,0,1,1,0,0,0,0
1,0,0,0,-1.2434071366859112,1,0,0,0,0,0,0,1,1,0.5360268296089454,-0.9340505143233987,0,0,1,0,0,1,0
1,0,1,1,1.2896326684301276,1,1,1,0,1,0,0,1,0,0.9491239700698195,1.5604009504866156,0,1,1,0,0,0,0
0,0,0,0,-0.9574187715921648,1,0,0,1,1,0,0,0,0,0.5227546323250617,-0.7209617722731905,0,0,1,0,0,1,0
0,0,1,0,0.9627888226087032,1,0,1,1,1,0,1,1,1,1.3539259872282658,1.6691413163158622,1,0,1,0,1,0,0
0,0,0,0,-0.8757078101368088,1,0,0,1,1,1,0,1,1,0.9756683646375863,-0.5682352994624766,0,0,1,0,0,1,0
1,0,1,1,1.616476514251552,1,0,0,0,0,0,0,0,0,-1.5062325274486286,-0.4078504327116882,0,1,0,1,1,0,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.4979374041462012,-1.0009235219269337,0,0,0,1,0,0,1
1,0,1,0,1.1262107455194155,1,1,1,0,1,1,1,1,1,1.481670886085645,1.8916982168683534,0,0,1,0,0,0,0
1,1,1,0,0.02311276587210824,0,0,0,1,1,1,1,0,1,-0.4909094352315406,-0.23676147068442624,0,0,0,0,0,1,0
1,0,1,1,1.616476514251552,1,0,0,0,0,0,0,0,0,-1.4879832561832886,-0.42568323473929753,0,1,0,1,0,0,0
0,0,0,0,-0.26287559922163806,1,0,1,0,1,1,0,0,1,0.7417458875091397,-0.005795786007530376,1,0,1,0,1,0,0
0,0,0,0,-1.2025516559582332,1,0,0,0,0,1,0,1,0,0.6969522216760327,-0.8894464389548362,0,0,1,0,0,1,0
0,0,1,1,-0.4262975221323503,0,0,0,1,0,0,1,0,0,-0.849258761896395,-0.6344461980798382,0,0,0,0,0,1,0
0,1,1,0,-0.4262975221323503,1,1,1,1,0,1,0,0,1,-0.041313752239987116,-0.3996623515826745,0,0,0,0,0,0,1
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,1,0,1,-0.3731186843370746,-0.9859598588394101,0,0,0,0,0,0,1
1,0,1,1,-0.22202011849396003,1,0,1,1,0,0,0,0,1,-0.33330209248542403,-0.34294168176713485,0,0,0,0,1,0,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,0.1627462809997219,-0.9788311520882743,0,0,1,0,0,0,0
0,0,0,0,0.3499566116935326,1,1,0,1,1,0,1,1,1,1.377152332475062,0.95176830009629,0,0,1,0,0,1,0
0,1,0,0,-0.7531413679537746,1,1,0,0,0,0,0,0,1,0.315376549764382,-0.5257058322505915,0,0,1,0,0,1,0
1,0,1,0,-1.0391297330475209,1,0,0,0,0,0,0,0,1,0.15113310837632357,-0.8104789072038632,0,0,1,0,0,1,0
0,0,0,0,-0.017742714855569806,1,1,0,1,0,0,0,0,1,-0.3515513637507638,-0.24172728808072833,0,0,0,0,0,1,0
1,0,1,1,0.3499566116935326,1,1,0,1,1,0,1,0,0,0.12292968914807131,0.2439737938766961,1,0,0,0,0,0,0
0,1,1,1,-1.161696175230555,1,0,0,0,0,0,0,0,0,-0.6236314080703756,-0.9294378217197226,0,0,0,0,0,1,0
1,0,0,0,0.9627888226087032,1,1,0,0,0,0,0,0,1,-1.288900296925036,-0.3721848286564695,0,1,0,1,0,0,0
0,1,0,0,0.02311276587210824,1,1,0,1,1,1,1,1,1,1.5148513792953537,0.6039403793597512,0,0,1,0,0,1,0
1,1,0,0,-1.2434071366859112,1,0,1,0,1,0,1,0,0,0.05325065340768312,-0.9678622132173312,0,0,0,0,0,0,0
1,0,0,0,-0.181164637766282,1,1,0,1,1,0,1,1,1,1.357244036549237,0.3055719998903814,0,0,1,0,0,1,0
0,0,0,1,-1.2842626174135892,1,0,1,0,0,1,0,0,0,-0.34159721578785124,-0.9855405231481668,0,0,0,0,0,1,0
1,0,1,1,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.5261408233744538,-1.0012987170190988,1,0,0,1,0,0,1
0,0,0,0,-1.2434071366859112,1,0,0,0,0,0,0,0,0,0.17270042896263443,-0.9420399627565602,0,0,1,0,0,0,0
1,1,1,0,-1.161696175230555,1,1,0,0,0,0,0,0,1,0.31869459908535314,-0.8742620728719214,0,0,1,0,0,0,1
1,0,0,0,0.06396824659978628,1,1,0,1,0,1,1,1,1,1.3456308639258387,0.5532669716179307,0,0,1,0,0,1,0
0,0,1,0,1.2896326684301276,1,1,0,0,1,1,0,0,0,-0.2138523169304725,0.6485223844287745,1,0,0,0,0,0,0
1,0,0,0,-1.0391297330475209,1,0,0,0,0,0,0,0,1,-1.5211637493929973,-0.9519715975491645,0,0,0,1,0,0,1
1,0,1,1,0.758511418970313,1,1,0,1,0,1,0,0,0,0.6438634325404988,0.8883382592208577,1,0,1,0,0,0,0
1,0,0,0,-0.4671530028600283,1,0,0,0,0,0,0,0,1,-1.4747110588994052,-0.8230148373420836,1,0,0,1,0,0,1
0,0,0,0,-0.4671530028600283,1,0,1,1,0,1,1,0,0,0.20753994683282853,-0.33651922460125083,0,1,0,0,1,0,0
1,1,1,0,1.0036443033363813,1,0,0,1,1,0,1,0,1,0.8578776137431204,1.2856257212245656,1,0,1,0,0,1,0
1,0,1,0,-1.079985213775199,1,1,0,0,0,0,0,0,1,0.3551931416160326,-0.8162613256831127,0,0,1,0,0,1,0
0,0,0,0,-0.9982742523198429,1,0,0,0,0,1,0,0,0,-0.510817731157366,-0.8293931539088893,0,0,0,0,0,1,0
1,0,1,1,-0.5897194450430624,0,0,0,0,0,0,0,0,0,-1.3021724942089197,-0.8030853568582578,0,0,0,0,1,0,0
1,1,1,0,-1.0391297330475209,1,0,0,0,0,0,0,0,1,0.17601847828360512,-0.8032177786554925,0,0,1,0,0,0,1
1,0,0,0,0.10482372732746434,1,1,1,0,1,0,0,0,1,-0.17237670041833655,-0.0848957395557381,0,0,0,0,0,1,0
0,0,0,0,-0.017742714855569806,1,1,1,0,0,0,1,1,0,0.33030777170875103,-0.0018893429891060909,1,0,0,0,0,0,1
0,0,0,0,-0.0994536763109259,1,1,0,0,1,0,1,1,0,1.183046447198266,0.3573930632082364,0,0,1,0,0,1,0
1,0,1,1,-0.26287559922163806,1,0,0,0,1,0,0,0,0,-0.4792962626081425,-0.44203732669778584,1,0,0,0,0,0,1
1,0,0,0,0.22739016951049848,1,1,0,1,1,0,0,1,1,1.005530808526324,0.6197206435302223,0,0,1,0,1,0,0
0,1,0,0,0.3499566116935326,1,1,1,1,1,0,1,1,1,1.6060977356220527,1.060376244128302,0,0,1,0,0,1,0
1,0,1,1,0.06396824659978628,0,0,0,0,1,1,1,0,1,-0.6617889752615407,-0.372824867343104,0,0,0,0,0,1,0
1,1,1,0,0.9219333418810253,1,1,1,1,0,0,0,0,0,-0.1591045031344531,0.4541492563877405,1,0,0,0,1,0,0
0,1,1,0,1.0036443033363813,1,1,0,1,1,0,0,1,0,0.9690322659956445,1.3911879639201787,0,0,1,0,1,0,0
0,1,1,0,1.3713436298854838,1,1,0,1,1,0,1,1,0,1.3207454940185572,2.000548934195295,1,0,1,0,1,0,0
1,0,1,0,0.4316675731488887,1,0,1,1,1,0,0,0,1,0.7069063696389452,0.5581224375165371,0,0,1,0,1,0,0
0,0,1,1,-0.017742714855569806,1,0,1,1,1,1,0,1,0,0.3817375361837995,0.05160906309372208,0,0,0,0,0,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.478029108220376,-1.0006586783324642,0,0,0,1,0,0,1
0,0,0,0,0.30910113096585456,1,1,0,0,1,1,1,1,1,0.5293907309670035,0.40672018267817067,1,0,0,0,0,0,1
0,0,0,0,0.3499566116935326,1,1,0,0,1,0,1,1,0,1.103413263494965,0.7518775971704758,0,0,1,0,0,0,0
1,1,0,0,-0.0994536763109259,1,1,1,0,0,0,0,1,1,0.8529005397616639,0.13622659152670993,0,0,1,0,1,0,0
0,0,0,0,-1.2025516559582332,1,0,0,0,1,1,0,0,0,0.5078234103806927,-0.9135692763510949,0,0,1,0,1,0,0
0,0,1,1,0.8810778611533472,1,1,1,1,0,0,1,1,1,1.3041552474137028,1.4824927931135203,0,0,1,0,0,0,0
1,0,1,0,-0.9574187715921648,1,0,0,1,1,1,1,0,1,0.9972356852238968,-0.6164809742549942,0,0,1,0,0,0,1
1,1,1,0,-1.0391297330475209,1,1,0,0,0,0,0,0,1,0.3518750922950619,-0.7743056862592447,0,0,1,0,0,1,0
1,0,1,0,1.0444997840640593,1,1,0,0,1,0,1,1,0,1.179728397877295,1.4980744245881394,1,0,1,0,1,0,0
1,0,0,0,0.7993668996979911,1,1,0,0,1,0,0,1,1,0.8180610218914698,1.0110491246583677,0,1,1,0,1,0,0
1,0,0,1,-0.26287559922163806,0,0,0,1,0,0,1,0,1,-0.8243733919891135,-0.5577077665823162,1,0,0,0,0,0,0
0,0,0,0,0.06396824659978628,1,0,0,0,0,0,0,0,0,-1.4747110588994052,-0.71244263665109,0,0,0,1,0,0,1
1,0,0,0,0.8402223804256691,1,0,0,1,0,1,0,0,1,0.5244136569855471,0.9096802388751875,0,0,1,0,0,0,1
1,0,0,0,-0.7122858872260965,1,1,1,0,0,0,1,0,1,0.7616541834349648,-0.46128262789589886,0,0,1,0,0,0,0
1,0,0,1,-1.2842626174135892,1,0,0,0,0,0,0,0,1,-1.504573502788143,-1.0010118031250903,0,0,0,1,0,0,1
0,0,0,0,-1.120840694502877,1,0,1,0,1,0,0,0,0,-0.29846257461522996,-0.8769987900147722,0,0,0,0,1,0,0
0,0,0,1,0.06396824659978628,1,0,1,1,1,0,1,1,1,1.3456308639258387,0.6185729879541881,0,0,1,0,0,0,0
0,0,0,0,-0.017742714855569806,1,1,0,0,1,0,1,1,1,1.2129088910870036,0.4624476890144499,0,0,1,0,0,1,0
0,0,1,1,0.3499566116935326,0,0,1,0,1,0,0,0,0,-0.9753446360932885,-0.3861553282647327,1,0,0,0,1,0,0
0,0,0,0,-0.30373107994931614,0,0,0,0,1,1,1,1,0,-0.3515513637507638,-0.3814102138638218,1,0,0,0,0,1,0
1,0,1,1,-0.6305749257707405,1,1,1,0,0,1,0,0,1,-0.08942546739406466,-0.5255292698542785,1,0,0,0,0,0,1
0,0,0,0,-0.6305749257707405,1,1,0,0,0,0,0,0,0,-1.3270578641162014,-0.799818952526468,0,0,0,1,0,0,1
0,0,0,0,1.5347655527961959,1,1,1,1,1,0,1,1,0,0.6604536791453532,1.6348882114311474,0,1,0,0,0,0,1
1,0,1,1,0.4316675731488887,1,0,0,0,0,0,0,0,1,-1.5128686260905702,-0.6669557493009627,1,0,0,1,0,0,1
1,0,0,1,1.575621033523874,1,1,0,0,0,0,0,0,0,-1.34198908606057,-0.2792467972972332,0,1,0,1,0,0,1
1,1,0,0,-1.2434071366859112,0,0,0,0,0,0,0,0,1,-1.3386710367395993,-0.9886303650836437,0,0,0,0,0,0,1
1,0,0,0,0.676800457514957,1,1,0,0,0,0,0,0,1,0.3253306977272945,0.6325876281615296,0,0,1,0,0,0,0
0,1,1,0,1.616476514251552,1,1,0,1,1,0,1,1,0,1.3340176913024409,2.3353995188028316,1,0,1,0,1,0,0
1,0,0,0,-0.26287559922163806,1,1,0,0,1,1,0,0,1,0.6471814818614695,-0.0024852410766623037,0,0,1,0,0,0,1
0,0,0,0,-0.5897194450430624,1,0,0,0,0,0,0,0,0,-1.4830061822018323,-0.8299228410978283,1,0,0,1,0,0,1
1,0,0,1,-1.2842626174135892,1,1,0,0,0,0,1,1,1,0.9458059207488483,-0.9684139707058093,0,0,1,0,0,1,0
1,0,1,0,-0.9574187715921648,0,0,0,0,0,0,0,0,0,-1.3502842093629972,-0.8949198732405381,1,0,0,0,0,0,0
1,0,1,0,-0.181164637766282,1,0,0,0,0,1,0,0,0,0.3900326594862267,-0.09791721628381919,0,0,1,0,0,0,0
0,0,1,1,1.1262107455194155,1,0,0,0,0,0,0,0,1,-1.5112096014300849,-0.5226159903151146,0,1,0,1,1,0,0
1,0,0,0,-0.3854420414046722,1,0,0,0,0,0,0,0,0,-1.4581208122945508,-0.8004148506140242,0,0,0,1,0,1,0
0,0,0,0,-0.7122858872260965,1,1,0,1,0,0,0,0,1,0.4962102377572948,-0.518819898794386,0,0,1,0,0,1,0
0,0,0,0,-0.14030915703860394,1,1,1,1,0,1,0,0,0,0.08809017127787722,-0.21458081964761014,0,0,0,0,0,0,1
0,0,1,1,0.9627888226087032,1,0,0,0,0,0,0,0,1,-1.4929603301647452,-0.5152665805685875,0,1,0,1,1,0,0
0,0,0,0,-0.8757078101368088,1,0,1,0,0,1,0,0,1,-0.33827916646688033,-0.7368744582408964,1,0,0,0,0,0,1
1,0,0,0,-0.22202011849396003,1,0,1,0,1,1,1,0,0,0.15113310837632357,-0.15887538361087003,1,0,0,0,1,0,0
1,0,1,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,0.17270042896263443,-0.9786987302910395,0,0,1,0,0,1,0
0,0,1,0,1.3713436298854838,1,1,0,1,1,1,0,0,1,0.8545595644221492,1.6966409095416062,1,0,1,0,0,0,0
0,1,0,0,-1.2434071366859112,1,1,0,1,0,0,0,0,1,-0.2735772047079484,-0.9574008912357882,0,0,0,0,1,0,0
0,0,1,1,-0.5488639643153844,1,0,0,0,0,0,0,0,0,-1.481347157541347,-0.8384640470194679,0,1,0,1,0,0,1
1,0,1,1,1.2079217069747716,1,1,1,1,0,0,1,0,1,1.0005537345448678,1.5469601380672915,1,0,1,0,1,0,0
0,0,1,0,0.758511418970313,1,1,0,1,0,1,1,1,1,0.45971169522661537,0.7343317090368751,1,0,0,0,1,0,0
0,0,1,0,1.616476514251552,1,1,1,1,1,1,0,0,1,0.9773273892980717,2.0139235357160024,0,1,1,0,0,0,0
1,0,0,0,-0.9165632908644868,1,0,0,0,0,0,1,1,1,0.8197200465519552,-0.6286196390015104,0,0,1,0,0,1,0
0,0,1,0,0.18653468878282042,1,1,1,0,1,1,0,0,0,0.10965749186418762,0.084758653001481,1,0,0,0,1,0,0
0,0,0,1,0.10482372732746434,1,1,0,0,0,0,0,0,0,-0.4859323612500844,-0.2789157428041463,0,0,0,0,0,0,1
0,0,0,0,-0.9165632908644868,1,0,0,0,0,1,0,1,1,-0.12758303458522968,-0.7317100081487422,0,0,0,0,0,0,1
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.481347157541347,-1.0007028189315426,0,0,0,1,0,0,1
0,0,1,1,-0.26287559922163806,1,0,0,0,0,0,0,0,1,-1.478029108220376,-0.7915646604988369,0,0,0,1,1,0,0
1,0,1,0,1.616476514251552,1,1,1,1,1,1,0,1,1,0.580820495442052,1.630253448527932,0,1,0,0,0,0,0
0,1,0,0,0.22739016951049848,1,1,0,0,0,1,1,1,1,1.153184003309528,0.6387231714334051,0,0,1,0,0,1,0
0,0,0,0,-0.5897194450430624,1,1,0,0,0,1,1,1,1,1.1631381512724406,-0.22524077432500528,0,0,1,0,0,0,0
1,0,0,0,0.9627888226087032,1,0,1,0,1,0,0,0,0,-0.4013221035653269,0.32331652071983424,1,0,0,0,0,0,1
0,0,0,0,0.14567920805514237,1,1,1,0,0,0,0,0,0,-0.3432562404483366,-0.17379490609931544,1,0,0,0,0,0,1
1,0,1,1,-0.4262975221323503,1,1,0,0,1,0,1,0,1,0.7948346766446736,-0.17748064612234854,0,0,1,0,0,1,0
1,0,1,1,1.3304881491578058,1,1,0,0,1,1,1,1,1,1.3041552474137028,1.9478450588958758,0,1,1,0,0,0,0
1,0,1,0,-0.22202011849396003,1,0,0,1,0,1,0,0,1,-0.36482356103464747,-0.39610903335687614,0,0,0,0,0,1,0
0,0,0,0,-0.14030915703860394,1,1,0,0,0,0,0,0,1,0.3120585004434113,-0.1297646585187701,0,0,1,0,0,1,0
1,1,0,0,-0.9165632908644868,1,1,0,0,0,0,1,1,1,1.0138259318287512,-0.6130600778264305,0,0,1,0,0,1,0
0,1,0,0,0.7176559382426351,1,1,0,0,1,1,1,1,1,1.3323586666419556,1.295579426316709,0,0,1,0,0,1,0
1,0,0,0,-0.9574187715921648,1,0,0,0,0,1,1,0,0,0.7118834436204017,-0.6694938337479615,0,0,1,0,0,1,0
1,0,1,1,-0.3854420414046722,1,1,0,0,0,0,0,0,0,-1.34198908606057,-0.7719000236094805,1,0,0,1,0,0,1
1,0,1,1,-0.34458656067699417,1,1,1,0,0,0,0,0,0,-0.33330209248542403,-0.4189297230803266,0,0,0,0,0,1,0
1,0,1,0,-1.2842626174135892,1,0,1,0,1,0,0,0,0,-0.30178062393620064,-0.985010835959228,0,0,0,0,0,0,1
1,0,0,0,-0.5080084835877063,1,0,1,0,1,0,0,1,0,-0.013110333011734388,-0.39224673093753004,0,0,0,0,1,0,0
1,0,1,0,1.0444997840640593,1,0,1,1,1,0,0,0,0,-0.14915035517154057,0.5634855203045435,1,0,0,0,1,0,0
0,0,0,0,0.5950894960596009,1,0,0,0,0,0,0,0,0,-1.481347157541347,-0.5477982020892511,0,1,0,1,0,0,1
1,1,1,0,1.616476514251552,1,1,1,1,1,1,0,0,1,0.9375107974464211,1.9632942685732602,0,1,1,0,0,0,0
1,0,1,0,-0.7531413679537746,1,0,0,0,1,0,0,0,0,-0.4842733365895988,-0.7143627527109935,0,0,0,0,1,0,0
0,0,1,1,1.2079217069747716,1,0,1,0,1,0,0,0,0,-0.33330209248542403,0.5023728608807188,1,0,0,0,1,0,0
0,1,1,0,0.18653468878282042,1,1,0,0,0,0,0,0,1,0.38837363482574133,0.25642144281676016,0,0,1,0,0,1,0
1,0,0,0,-0.14030915703860394,0,0,0,1,0,1,0,0,0,-1.011843178623968,-0.566094480407182,0,0,0,0,0,1,0
0,0,0,0,1.2079217069747716,1,0,0,0,0,0,0,0,1,-1.5128686260905702,-0.5136113081031535,0,1,0,1,1,0,0
0,0,0,1,0.5542340153319228,1,0,0,1,1,0,1,1,1,1.1614791266119553,0.9287269073774482,0,0,1,0,0,1,0
1,0,1,0,-1.2434071366859112,1,0,0,0,0,1,1,1,1,0.9756683646375863,-0.9356616461897546,0,0,1,0,0,1,0
